sentiment,Content
happiness,"woah that's cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,"
surprise,"Woah! 311 is really good!! The rain earlier was rather nice"
happiness,"woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good."
happiness,"Woah!! Awesome show!! Glad to be back at the hotel, though.. Nightie night and Happy Mother's Day to all you mommy's!!"
happiness,"Woah... Haha... Thank you!"
surprise,"Woke up and there was sun! And then it started to rain"
surprise,"Woke up early!! Dang man I know i'm not going back to sleep"
relief,"woke up from napping  finally got the sleep i needed"
surprise,"Woke up to the sound of my neighbor getting a new roof"
happiness,"woke up, now having breakfast and online, as every morning (except holidays and weekends), haha. then bath and school!"
surprise,"woken up by a bacon and egg sandwich in bed - man I have good housemates"
relief,"Woken up finally after a long night out, tea, toast and TV coming up..."
happiness,"wolverine was GREAT!!!  a must see"
happiness,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though"
surprise,"woman, follow me"
surprise,"WOMAN, I didn't know you came home  you so suck!!! When are you going back!"
happiness,"womp womp woooomp!"
happiness,"Won a diamond for my comp??????tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montr??????al !!"
happiness,"Won a gps at post prom"
surprise,"wonderful Gerrard scores 2 and we're at the top of the league for the moment.. Hopefully City helps us today.."
happiness,"Wonderful! Let me know what you think. Not light reading"
surprise,"wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad"
surprise,"wondering what on earth is this new tools for"
surprise,"wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is..."
happiness,"woo exams nxt wk"
happiness,"Woo hoo party over here. Its gonna be fun"
happiness,"Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I've had...."
happiness,"Woo hoo!! Congratulations"
happiness,"Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!"
happiness,"Woo Hoo.!  I made it to one of your Favorites!  See.... Monday's Rock!!"
happiness,"woo just made this, follow me"
relief,"woo well done nadine"
happiness,"woo! im getting mine on monday,cant wait  x"
happiness,"Woo! Nachos AND ice cream  haha"
happiness,"wooh! 100th tweet  i have no life xD"
surprise,"woohoo 69th (oh er) place  1/3 of my category behind me... not bad for 1 gear, big wheels, no suspension and no training!!"
happiness,"WOOHOO!!!  My broom isnt up to standards....there is no seatbelt on mine....*whispers*  I like the Swiffer..."
surprise,"WOOHOOO very cool see I knew u would get to see her"
happiness,"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing"
happiness,"wooo what a fight !!! goooo Vicky , i am with you"
happiness,"wooohooo! I'm fourth row back"
happiness,"WOOOOO!! Twitterberry is working again!! Good morning everyone"
happiness,"Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!"
happiness,"Wooow, I haven't charged my iPod Touch all day today, and it's still ALIVE! That's so coolio"
happiness,"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!"
happiness,"woot, woot! super cool"
surprise,"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know"
happiness,"Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!"
surprise,"WOOW that's harsh!  I'm so sorry to hear that"
happiness,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!"
enthusiasm,"word to yer mother!!   \m/"
surprise,"word!?"
happiness,"word?? ima be there this summer....just move back with me  lol"
happiness,"work 7 to 4.... happy mother's day!"
relief,"work all day"
surprise,"work was splendid"
surprise,"work.. This week some new instrumentals.. stay updated"
relief,"Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work"
relief,"workin a long day today... hopefully i can make some good tips"
enthusiasm,"workin at la bootay... wheres the warm weather at???"
surprise,"working my way through a Myst maze while my video exports"
relief,"working my way through this casualties discography.  have to pull weeds later  ..."
relief,"Working on a newsletter but I'd say I've got a writer's block atm  - take a deep breath and get on with it, girl..."
relief,"Working on my resume while listening to the rain and enjoying a Circus Boy"
happiness,"Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!"
enthusiasm,"working on the climb season 2 episode 5!!"
enthusiasm,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
happiness,"Working on your birthday isn't so bad when you get to work with Ruby on Rails"
relief,"Working out and watching snl"
happiness,"working out to your station - cool. Love yer music  kk back to the sweating part .....lol l8a xxx"
surprise,"working till 5....why are they playing miley cyrus on the company radio and not adele?"
happiness,"Working, Listening to music,Testing out a new singer/guitarist tonight, let's hope for the best"
happiness,"working!   I am so ready to go."
happiness,"Workout done for today. Now time to get ready for work"
surprise,"works fine to me"
surprise,"World's Happiest Places ...   Denmark, Finland and the Netherlands"
surprise,"Would *you* pay $60K for a lunch with Oscar de la Renta?  I don't see her hitting East Village shops, do you?"
enthusiasm,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr"
happiness,"would love to see that!"
surprise,"Would you believe I have put that in my bookmarks ?"
relief,"Would you believe that I'm done with homework for the rest of my life?"
surprise,"Wow  That had to be difficult"
surprise,"Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site)"
surprise,"wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin"
surprise,"wow cute Pic"
surprise,"Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?"
happiness,"wow five years? Congrats"
surprise,"wow heather"
surprise,"wow i have no friends on twitter"
happiness,"wow I just had a two hour conversation with someone on omegle. it was amazing"
surprise,"wow i just slept till 2pm..again... good job me"
happiness,"Wow I really need to have fun tonight now"
relief,"wow my trip to tampa has come to an end..."
surprise,"wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!"
surprise,"Wow one year today Luc Bourdon was killed, doesn't seem that long ago"
surprise,"wow that is a great list... Now i need to shop"
relief,"wow that was easy! Thank you"
surprise,"Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost"
relief,"Wow that's a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding"
surprise,"Wow that's very Buddhist o_O HOORAY JEWS"
surprise,"Wow the  vicodin must have worked I over slept... Better get updating BJADAY.com or I will not have a job"
surprise,"wow their is no pancake mix"
surprise,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too"
surprise,"wow thot we'd lost ya lol lol"
surprise,"wow we r watching the outsiders  smelly english."
surprise,"wow what a lovely day! Shame i have to clean my room"
surprise,"Wow what a storm we just had!!! Now no power"
happiness,"Wow what a sunny day,  just recovering some erased files"
happiness,"wow you are lucky  happy birthday!"
surprise,"Wow- you are sharing some of my long list."
enthusiasm,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!"
enthusiasm,"Wow, can't believe Monday is here again already. I hope everyone is well today"
surprise,"Wow, congrats Rosemary"
surprise,"wow, EMC's new site is - different"
surprise,"wow, Germany, that would be fun! If I could just meet them, just once, I would be good."
surprise,"wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez"
happiness,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He's dreeaamy  Yup, my crushed spirit is on the mend."
relief,"wow, i broke my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany."
happiness,"WOW, I can't believe u reached the Facebook limit for # of friends! Crazy!!"
happiness,"Wow, I haven't watched that movie in ages. It is quite fantastic."
relief,"Wow, I just realized that this is the last month of my school year!"
surprise,"wow, I see a Mr.B obsession in you!!"
happiness,"Wow, it's so early. Just had the best conversation."
surprise,"Wow, my phone was blowing up with tweets all day. Now that I'm home, it's a ghost town! Guess I'll do some chores in my apt. &amp; go to bed."
surprise,"Wow, really? I didn't know it was that serious.  Well that sucks. Texas must have been chock full of asbestos."
surprise,"wow, so glad you liked the concert. but i mean, how could you not like the concert."
relief,"WOw, that's a lot of work.  I hope today is a day off for you.    I'm working as usual.  But, getting some playtime in too."
enthusiasm,"Wow, you might be countering the Benedryl with your enthusiasm."
surprise,"Wow, you still haven't gotten them?"
surprise,"Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one..."
happiness,"wow,that must be sooo cool"
surprise,"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps."
happiness,"wow! How cool is that! or was I guess, I have 18 now  haha get another follower!"
surprise,"Wow! I am impressed Pastor Lucas! Great work!!!"
surprise,"wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!"
happiness,"wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ..."
surprise,"Wow! Some person u are!"
happiness,"Wow! That's what I say about star trek.  very cool."
happiness,"WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?"
happiness,"Wow! Up, coffee in hand and already outside.  So peaceful on Sunday mornings."
enthusiasm,"wow! you've been tweeting all night!! looks like you totally made up for the day"
happiness,"wow!! you really are a pretty talented lady, most impressed"
surprise,"WOW. My teacher just called me a skunk cuz of my hair"
surprise,"Wow. Shabu.  And now HIMYM! Really feels comforting"
happiness,"wow. someone's proud of me."
surprise,"Wow. That hurt way worse than i thought it would."
happiness,"Wow. That's looks really good. I wish I had some. Was it good?"
surprise,"wow.???? ??????"
surprise,"wow... you're doing this all through text?  I would get tired after a while"
surprise,"wow...i have to many bookmarks...i just spent a good hour organizing"
happiness,"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade"
enthusiasm,"wowie wooie someone updated their twitter without me having to remind you. I'm not even mad,I'm impressed.  how was the lasagna ?"
surprise,"wowww!! havent twitter in like FOREVER!! all done with SAT! Finally! soo happy!  i think i did terribly but who cares! ITS DONE! lol"
surprise,"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!"
surprise,"Wowzer! Deep stuff there, but CIS will probably give you more earning potential."
surprise,"Wowzer! It's very windy. Not good for my allergies!!"
relief,"Wrapped up some html/java work now spending the night dabbling in some flash intros"
happiness,"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing"
happiness,"writing a song"
surprise,"writing my AWESOME, but raunchy(; dream to brooke  ahaha"
happiness,"writing out mother's day cards to mom, aunts, and AMYYYY can't wait for her to be a mommy"
happiness,"writing report cards  soooo tired but what an amazing day. check it out on fb soon!"
enthusiasm,"Writing this post on my new iPod Touch!"
surprise,"wtf my pic isn't showing"
surprise,"wtf pogs are back too?"
surprise,"wtf wtf wtf dont share such videos at this time man"
surprise,"wut u want a shot of ma?"
enthusiasm,"www.youtube.com/watch?v=6UrRxta8doM this was the first 1!"
happiness,"www.youtube.com/watch?v=CyJvgnP9-vA sowwwwyy! U girls make me twisted all time"
happiness,"xD send it!"
happiness,"Xmas a week early? Hehe, at least you didn't have to do any last min shopping"
relief,"Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me"
surprise,"Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,"
happiness,"Yaaaaaaay, bday!"
relief,"yaaaaaay i get to see you too   looking forward to cupcakes and fun."
happiness,"yaaaay mish is following gab!"
happiness,"YAAAAY! I think I might have Aced my history test today!"
relief,"yaaayyy !  no work today"
happiness,"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!"
relief,"YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church."
happiness,"yay  coutch:couch"
happiness,"Yay  I Feel Loved  By You And My 113 Creepy Followers."
happiness,"yay  my 'only on sundays' maid came!! the house will be clean again!!!"
happiness,"Yay !!!! It's firday.... Have a good one everyone. On my way to work,    Lot's of work pending."
happiness,"yay .. sherbert and chocolate ... very nutritious"
happiness,"yay about breaking 200!"
happiness,"Yay almost home i had to go walking today ....."
happiness,"yay back at home"
happiness,"yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho"
relief,"yay doctors  now interview then back 2 the doctor's for blood work"
enthusiasm,"Yay for bank holidays"
enthusiasm,"Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!"
happiness,"Yay for full-term!!"
relief,"Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx"
relief,"Yay got the Internet on my itouch working"
happiness,"yay i found u!! i had a great time tonight!"
happiness,"yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay"
surprise,"yay it's friday... hold on I have to work tomorrow"
surprise,"Yay me!  But, what in particular?"
happiness,"Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions."
happiness,"Yay my friend Glen is here. Now i'm like this"
happiness,"yay new computer to fiddle about with"
happiness,"yay playing scattegories and being random with Joel, May &amp; Sherman"
happiness,"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN"
relief,"Yay to being smokefree! Well done."
relief,"yay were all saved! Weve overcome god again!"
happiness,"Yay, a live demo of Rhodes. Loving this more and more  #euruko"
happiness,"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol"
happiness,"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple"
happiness,"Yay, St. Mary's here I come"
happiness,"YAY!  A bright and shiny new week to play with"
surprise,"yay!  excited?"
happiness,"Yay!  I can't wait to come in the bookstore and gets some new books"
happiness,"Yay!  Lucky!  What'd you do?"
happiness,"Yay!  SNL is on!"
happiness,"Yay! At least I'll get to see you next year! I'm sad, too."
happiness,"Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii."
happiness,"YAY! Busy is good"
surprise,"yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli."
happiness,"Yay! Congratulations, oh newly minted graduate. You'll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!"
happiness,"YAY! GO TAYLOR SWIFT!! come to australia again!!!"
happiness,"Yay! Go wyattt your totally amazing'!'! Im So happy for you.  yay"
happiness,"Yay! Good way to end the night."
happiness,"YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work"
surprise,"Yay! I am not the only Eurovision fan on twitter  #eurovision2009"
happiness,"Yay! I too had some joy in that department"
happiness,"Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going..."
surprise,"Yay! Lets welcome Mrs Mcnugget to twitterverse!"
happiness,"Yay! Made it home. Feels great to be back and it's still light out."
relief,"YAY! My temperature went down!  I can have dinner with the family tonight."
surprise,"Yay! Power = on! Phone = charged. It's hot"
happiness,"Yay! Tell her I said congrats"
surprise,"Yay! The playdate is back on but my van's transmission is  dead"
happiness,"yay! we will have to get together soon and do something"
surprise,"yay! You're on twitter!"
enthusiasm,"Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up"
happiness,"YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!"
enthusiasm,"YAY!!! I think I found it and a few more"
happiness,"Yay!!! I'm so happy you got to meet her!"
happiness,"YAY!!!!   I have Mark issues, too...you'll find I have A LOT of issues.   lmao"
relief,"Yay.  I knew you'd like them if I shut up about them"
happiness,"yays poker win!  that and sketchy student decided to show up today. lawl"
surprise,"Yayyy"
happiness,"yayyy for new videos by amazing people"
happiness,"Yayz! Today's is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I'm kinda drained..."
relief,"yea i know right! i love that song!"
happiness,"yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha"
happiness,"yea, I was just about to say something  It's great to hear! Ukrainian!"
surprise,"Yea, someone is getting the best of me."
happiness,"YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!"
surprise,"yeaaa i just got the link off his lj"
happiness,"yeaaaah tangerang in vacation"
happiness,"yeah   but I'm jus glad the thunder stopped ."
happiness,"Yeah  He was such a good..erm...entertainment )"
happiness,"yeah  it will get better though  i know it!"
happiness,"yeah  just made twitter"
happiness,"yeah !!"
happiness,"yeah .... just bought tickets for Pearl Jam in August"
relief,"yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I'm trying to avoid stairs lol"
surprise,"yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them"
happiness,"yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!"
happiness,"yeah I can tell ha ha."
relief,"yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches"
surprise,"Yeah I guess he does sound a bit odd 'cause he's saying really quickly"
relief,"Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn't buy them."
happiness,"Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it)"
relief,"yeah I m so happy for them that they should moved on and out there partying I m so happy"
surprise,"yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
happiness,"Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt'  x"
happiness,"yeah I was thinking about that ,ahaha"
happiness,"yeah i went to satellite beach today and it was flattt  it was good for skimming though."
relief,"Yeah I'm kinda glad I did stay home"
happiness,"Yeah I've been going there for the last month!!  SO amaaaazing, I'll bring some back for you"
happiness,"yeah I've been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!"
happiness,"Yeah im following you, Hun! Goodnight"
relief,"Yeah it did, it explained everything"
happiness,"yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now"
happiness,"yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too"
happiness,"yeah it's great!! always something interesting going on"
happiness,"Yeah poor Yao! Hope u had fun looking at the Lakers JerseyZ haha! Enjoy ur time buddy !"
happiness,"yeah school sucks totally. yea you can be so grateful that you got a better place  man i cant tell you how excited i am hul"
relief,"yeah surrrrrously. we win"
happiness,"yeah that's trueee  i can't wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious"
happiness,"yeah the freedom is awesome, it's great being a little more independent"
happiness,"yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!"
happiness,"yeah they are basically awesome"
enthusiasm,"Yeah they are! So stop making fun of me! I gotta get new ones"
happiness,"yeah they r. im going to their concert at the end of the month"
happiness,"yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold"
happiness,"yeah well a deadline is in T-9 hours, that's architecture for you, oh well... mmm that coffee sounds like a good idea"
surprise,"yeah wtf with that? my noggin doesn't take to either"
surprise,"Yeah, 'Age of Aquarius' IS a pretty scary song"
happiness,"Yeah, but it's Myst!"
happiness,"Yeah, hope so. I'm excited"
happiness,"yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
happiness,"Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight"
relief,"Yeah, I know! Thanks so much"
surprise,"yeah, I much prefer tweetdeck but if you must have multiple accounts"
happiness,"Yeah, I remember.  *hugs*"
relief,"Yeah, I think we've earned it!"
happiness,"yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy"
happiness,"yeah, i'm so excited."
surprise,"Yeah, I've never seen that! But, I guess I've never really needed it."
relief,"Yeah, if I lived on the rez, I'd already be dead."
enthusiasm,"yeah, it's all teased up into this boofy bit...i'm buying red hair extensions btw"
enthusiasm,"Yeah, it's good! If you're not going to use it, give it to me! I want to watch Star Trek"
happiness,"Yeah, it's good.  Just startled me."
happiness,"yeah, just knew him because of your link  HE'S COMPLETELY AMAZING AND HE SINGS PHANTOM!"
surprise,"Yeah, mine said &quot;That's a nice picture&quot; &amp; gave me the red x!  Hope you get it working soon!"
relief,"yeah, nothing like the heat of home."
happiness,"Yeah, of course!"
surprise,"Yeah, Sabrina..though I keep thinking it's something else.  Cary Grant ain't too shabby either. Bringing up Baby"
happiness,"yeah, so quick! And I'm using the 5mm addi's I bought on Sat and it makes it even smoother"
relief,"yeah, when you start reaching your early-mid-20s"
happiness,"yeah! i made a drawing today and now im getting flooded with requests for portraits for people"
happiness,"yeah! I'm going to Makati Cinema Square with my dad later. haha!"
relief,"yeah. because i'll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend"
happiness,"Yeah. Me too. Will lookout on your tweets too. Happy Tweeting"
surprise,"yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
surprise,"yeahh  those two times we've stood next to each other were special times..."
enthusiasm,"yeahh, uhhh, not so sure if i'm feeling the new jonas songs just yet"
happiness,"yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up"
happiness,"Yeahhh... thx. I figured it out"
happiness,"YEAY!. haha. thank you so much jiah"
happiness,"Yeeeeah...I am so much better off, I think!"
happiness,"yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!"
happiness,"yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p"
enthusiasm,"Yeehah, quality"
happiness,"yeh me 2"
surprise,"yeh take ur time, no pressure   how did u learn to twirl around the knifes and stuff?"
happiness,"Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo."
happiness,"yeh, i knew wot i meant...kinda!! lol seems to be alot of radio bods on here....i've lost count"
happiness,"YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol."
happiness,"yehh just signed"
happiness,"YEP  it'll be awesome to the max =] haha"
happiness,"yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously"
happiness,"yep here's hoping"
happiness,"yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol"
happiness,"Yep Yep! I plan to do nothing  That is bliss to me!"
happiness,"yep,  looking forward to it!"
happiness,"Yep, finished, chocked full of spelling and grammatical errors, but I'm cleaning it up tomorrow and popping it up  hehe"
surprise,"Yep, I actually do! =D hehe so.. hi Kathy~"
enthusiasm,"Yep, I tolerate nothing in the facebook group"
happiness,"yep, meeeee  I'm awesome hahahha"
happiness,"Yep, they sang your song!"
relief,"yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now"
relief,"Yep! Tail between legs!"
happiness,"Yep!!"
relief,"Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess."
relief,"Yep. Nothing to worry about."
enthusiasm,"yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk"
happiness,"yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered....."
relief,"Yer please do! Have a good day!"
surprise,"Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt."
surprise,"Yes but was the nice one. He couldn't believe the other guy kicked Max. He's off for a week soon"
happiness,"YES he just said for 2 more hours"
happiness,"Yes I am"
surprise,"yes I am"
surprise,"yes i do, how can I not?"
surprise,"yes i have read them many times."
surprise,"yes indeed!  nice to see you on twitter! Why do you ask? xx"
happiness,"yes LOL that's good one .remeber that bottoms are always the top ."
happiness,"yes mate, on Friday"
relief,"yes not for putting inside anything else"
happiness,"Yes PM PM you are right"
surprise,"YES QUITE HOT WHAT. and ya la gays are the in thing."
surprise,"yes sir i sure did."
happiness,"Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!"
happiness,"Yes we Can  make it ......Obama"
relief,"Yes we did!  Thank You!!"
happiness,"yes we must I had so much fun at SXSW with you guys  PJ party in my room"
happiness,"Yes yes Is. Ima Guna Be On For a While Lol."
happiness,"yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies"
happiness,"Yes you are, thanks  Haha you do? Field of flowers don't exist in Singapore, well not ones that you can frolick in:S"
happiness,"Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter."
enthusiasm,"Yes, but I'm quite rusty.  I'm hoping to get back to it and &quot;tune up&quot; my skills.  Tim plays guitar.  We threaten duets."
happiness,"Yes, I am"
happiness,"Yes, I downloaded it from the website and since I'm tweeting from it now, it must work"
happiness,"Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;."
happiness,"Yes, though perhaps I wasn't thinking. I like vague. It seems a popper term for you."
enthusiasm,"Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I'm still EVIL tho!"
enthusiasm,"Yes, you really should!"
happiness,"Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
relief,"Yes,i was red like a lobster for days-cuz im too pale- but today finally got a nice color ~~"
happiness,"Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
relief,"yes!  Glad you're coming."
relief,"YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho"
enthusiasm,"YES! but keep them coming"
relief,"Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor"
relief,"YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah."
happiness,"yes! it's on youtube  its from may 7th, and it made me feel 100x better. it's halarious."
enthusiasm,"Yes! Join us! All we require is a cupcake donation..."
surprise,"yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don't knowwww  plan plan  before you go to US!"
enthusiasm,"Yes! That sounds like a great idea. Message me on LJ about it"
relief,"Yes! You do!"
happiness,"YES!!"
happiness,"Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions"
happiness,"YES!!! haahaaa.! break out the jellybeaniesss!"
happiness,"YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?"
surprise,"Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love."
happiness,"Yes. Nag twitter. HAHA  Thanks. LM."
happiness,"Yes. We have a copyright exemption we're apparently trying to ensure the rest of the world doesn't have.  #sccr18"
happiness,"Yes... today is Star Wars Day!    May the 4th be with you!"
surprise,"Yes..Come through... Tell a friend to tell a friend to tell a friend"
surprise,"yes'ma... for an after party too after the show next week."
happiness,"yess, they came to amsterdam on the 18th of april  best night everr! have you?"
happiness,"Yessir, yessir, three cheeks full."
happiness,"yessss it does! YAY! told you it was awesome"
happiness,"yEssss!!! goT ma TwiN oN LoCK!!!  weLcomE tWiiN"
relief,"yessssssir!!"
happiness,"Yesssssssssss! A rocket to the moon is  going on warped!"
surprise,"Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don't know anything else about it."
happiness,"Yesterday was AWESOME ! Sunny day, best friends, good food &amp; tons of fun - what more could you ask for ?"
happiness,"yesterday was fun.. 1st concert of the year [i know, i'm late xD].. buena vista social club live FOR FREE.."
surprise,"Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!"
relief,"yey finally home"
happiness,"Yey! holiday Monday in Uk today ... have a chilled day"
happiness,"YEYYYY MADDY IS FABULOUSSSSSS GOD BLESS HER"
surprise,"Yippee! Happy birthday to me"
happiness,"yo  what you think of last night? was good to see ya!"
surprise,"yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?"
relief,"YO I'm just on the computer"
surprise,"Yo nate, what's going on with Morgie? Is she ok??"
happiness,"Yo Thomas! thanks for the follow  Social Media Director at Disney? That's awesome! I'd like to learn more! Lets do lunch"
happiness,"yoga for school, what could be better?"
surprise,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
happiness,"You are 'spot on'...I wouldn't tweet without it!! Thanks for your share tonight."
relief,"You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!"
surprise,"you are lame  go make me breakfast!!"
